CustomerState;CustomerSurname;CustomerFirstname;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Rhode Island;Bublich;Celestial;4;544.18;908.34;671.36;2685.42
Rhode Island;Buch;Marty;3;49.86;744.71;503.37;1510.10
Rhode Island;Buffington;Chandana;4;145.29;564.05;403.97;1615.87
Rhode Island;Bullis;Greg;5;249.88;695.67;481.28;2406.38
Rhode Island;Burch;Atallah;6;57.49;883.33;410.18;2461.10
Rhode Island;Burchette;Alexandro;6;31.95;986.96;565.62;3393.69
Rhode Island;Burkamp;Jacinta;9;24.05;861.61;412.15;3709.31
Rhode Island;Burke;Iris;2;38.40;211.31;124.86;249.71
Rhode Island;Burns;Carmella;5;108.88;938.10;574.13;2870.64
Rhode Island;Burus;Grant;6;58.70;831.00;519.37;3116.20
Rhode Island;Bustamante;Lin;7;184.78;936.70;758.99;5312.93
Rhode Island;Bustillos;Denyse;3;29.05;968.34;371.55;1114.65
Rhode Island;Butler, Jr.;Luther;3;166.02;802.98;550.85;1652.55
Rhode Island;Camille;Juanita;5;303.01;978.00;646.07;3230.35
Rhode Island;Camp;Merced;6;79.34;779.97;557.35;3344.09
Rhode Island;Cannon;Dylan;6;113.50;903.34;653.60;3921.59
Rhode Island;Canonica;Steve;4;89.28;922.54;514.86;2059.45
Rhode Island;Carbajal;Willie;9;24.41;908.01;572.34;5151.03
Rhode Island;Cardoza;Chanin;5;125.22;816.79;444.89;2224.43
Rhode Island;Cashmore;Morris;10;154.68;903.00;413.75;4137.53
Rhode Island;Caskey;Joe;3;103.52;472.40;263.00;789.01
Rhode Island;Cass;Lawanda;7;182.45;897.44;548.69;3840.80
Rhode Island;Cass;Lona;4;264.88;515.48;406.62;1626.46
Rhode Island;Chapham;Dixie;4;242.34;909.62;616.75;2466.99
Rhode Island;Chard;Nona;2;342.77;630.86;486.81;973.63
Rhode Island;Chatfield;Brittney;6;203.31;965.91;560.00;3360.02
Rhode Island;Cherry;Selma;5;161.42;960.29;483.45;2417.27
Rhode Island;Chow-Wang;Ruth Ann;2;49.09;157.17;103.13;206.26
Rhode Island;Chrisulis;Brian;10;76.69;950.38;560.30;5602.98
Rhode Island;Cichon;Elza;7;28.21;743.54;361.21;2528.48
Rhode Island;Ciochon;Anastacio;5;190.22;972.92;606.39;3031.95
Rhode Island;Claypole;Priscilla;4;138.70;419.46;270.78;1083.12
Rhode Island;Collaro;Mary Frances;8;81.92;986.64;563.60;4508.83
Rhode Island;Comden;Reina;2;543.96;750.36;647.16;1294.32
Rhode Island;Confetti;Heidie;4;195.62;847.24;502.33;2009.31
Rhode Island;Confetti;Randy;5;85.31;858.44;544.36;2721.78
Rhode Island;Correa;Lavar;3;240.67;905.91;627.23;1881.69
Rhode Island;Cottles;Glenna;7;174.78;914.87;521.03;3647.21
Rhode Island;Coursey;Chastity;4;70.88;790.76;551.25;2205.01
Rhode Island;Cowen;Sheldon;4;82.06;961.24;447.03;1788.14
Rhode Island;Craig;Elisabeth;3;379.60;531.62;432.61;1297.82
Rhode Island;Cross;Naoma;6;245.90;849.24;531.39;3188.35
Rhode Island;Cullinane;Jed;7;189.02;986.84;632.49;4427.41
Rhode Island;Cummins;Walter;4;234.47;983.40;502.93;2011.73
Rhode Island;DeVita;Albert;4;367.75;799.84;484.90;1939.59
Rhode Island;Delarber;Sze-yih (Ray);5;181.20;923.58;619.83;3099.14
Rhode Island;Demott;Debora;7;60.44;944.29;498.12;3486.82
Rhode Island;Denton;Florinda;7;67.08;471.84;250.46;1753.21
Rhode Island;Derespini;Son;6;134.47;905.89;528.13;3168.76
Rhode Island;Derry;Ann-christine;7;23.48;980.95;385.75;2700.24
Rhode Island;Dichey;Urban;7;147.17;827.81;465.16;3256.13
Rhode Island;Dickson;Danielle;3;49.96;876.54;457.99;1373.97
Rhode Island;Dion;Lila;3;468.89;933.09;740.16;2220.47
Rhode Island;Dittemore;Rina;10;21.45;994.96;574.80;5747.95
Rhode Island;Dixson;Caroline;8;50.84;861.45;517.73;4141.81
Rhode Island;Doll;Viviana;3;92.91;866.15;560.76;1682.28
Rhode Island;Doman;Otis;8;105.58;890.11;611.17;4889.37
Rhode Island;Dowd;Tevis;7;62.33;824.68;474.32;3320.23
Rhode Island;Duvalle;Marilee;3;126.97;175.14;147.97;443.90
Rhode Island;Dwier;Ester;5;180.77;937.67;547.43;2737.16
Rhode Island;Elliot;Mitch;2;250.56;673.00;461.78;923.56
Rhode Island;Emmons;Ayanaa;1;698.84;698.84;698.84;698.84
Rhode Island;Epling;Wendie;6;97.14;916.28;622.79;3736.74
Rhode Island;Ernest;Marla;6;268.21;706.71;530.31;3181.87
Rhode Island;Ernst;Edie;4;495.78;909.18;662.66;2650.65
Rhode Island;Esche;Arthenia;6;339.51;906.59;644.61;3867.64
Rhode Island;Exposito;Meghan;6;50.69;901.59;466.90;2801.39
Rhode Island;Farino;Annette;2;491.45;552.35;521.90;1043.80
Rhode Island;Farley;Wilson;7;140.70;856.76;454.66;3182.65
Rhode Island;Faust;Celvin;1;703.72;703.72;703.72;703.72
Rhode Island;Fennessey;Martine;7;52.48;986.70;460.98;3226.83
Rhode Island;Finken;Miguel;4;42.19;928.37;346.34;1385.35
Rhode Island;Flint;Beath;5;91.82;920.70;436.16;2180.80
Rhode Island;Foley;Cylvia;6;75.46;738.26;220.17;1321.00
Rhode Island;Folga;Hillary;7;140.31;884.47;618.13;4326.90
Rhode Island;Fournier;Reina;3;500.88;840.65;675.83;2027.49
Rhode Island;Fray;Theodore;2;303.40;534.68;419.04;838.08
Rhode Island;Freedberg;R.;5;87.16;643.37;382.56;1912.80
Rhode Island;Freeman;Yao-chun;8;31.99;851.69;459.32;3674.53
Rhode Island;Friedman;Kimball;5;207.86;920.75;506.18;2530.90
Rhode Island;Fultone;Agatha;9;87.85;957.76;456.90;4112.14
Rhode Island;Gallagher;Melphia;3;398.38;914.13;670.86;2012.59
Rhode Island;Garnsey;Naoma;10;80.44;940.25;518.22;5182.24
Rhode Island;Gee;Reynaldo;3;271.85;937.59;545.96;1637.89
Rhode Island;Germ;Ali;8;80.62;781.47;414.22;3313.77
Rhode Island;Germanson;H. Patrick;3;101.50;851.66;560.51;1681.52
Rhode Island;Gertz;Rana;7;162.53;891.67;609.34;4265.41
Rhode Island;Gilbertson;Shona;5;44.89;998.34;599.36;2996.81
Rhode Island;Gill;Nina;3;266.73;540.74;383.09;1149.27
Rhode Island;Gilliat;Betty;5;24.14;988.61;331.11;1655.54
Rhode Island;Giron;Ivan;3;261.02;770.87;559.86;1679.57
Rhode Island;Glasier;Pilar;4;329.93;484.78;375.88;1503.54
Rhode Island;Glassman;Mary Francis;12;202.00;950.22;594.42;7133.04
Rhode Island;Gleason;Logan;1;121.00;121.00;121.00;121.00
Rhode Island;Goldsmith;Kit;3;486.59;817.36;701.33;2103.98
Rhode Island;Gottbehuet;Sheree;5;358.38;697.28;555.21;2776.07
Rhode Island;Graham;John Clark;5;103.48;711.37;521.18;2605.90
Rhode Island;Guzzetti;Burdy;6;83.53;831.62;441.81;2650.87
Rhode Island;Hagen;Constance;6;55.14;782.57;411.94;2471.63
Rhode Island;Hamill;Eveline;7;68.96;927.36;571.40;3999.80
Rhode Island;Hammersmith;Sue;5;285.93;794.33;593.19;2965.97
Rhode Island;Hanlon;Codileigh;6;65.87;906.22;574.01;3444.07
Rhode Island;Hansford;Hannah;5;144.25;788.86;480.19;2400.93
Rhode Island;Harp;Elisa;4;418.68;884.44;668.58;2674.31
Rhode Island;Harris;Marinell;6;461.60;813.82;634.14;3804.85
Rhode Island;Haskin;Jacob;4;609.27;817.04;725.06;2900.26
Rhode Island;Hazlip;Loy;3;301.61;807.33;580.16;1740.48
Rhode Island;Hensley;Mary Frances;6;28.32;887.01;571.18;3427.11
Rhode Island;Hesse;Alfonso;4;304.60;902.98;552.59;2210.37
Rhode Island;Holford;Veronika;7;60.26;902.23;413.72;2896.04
Rhode Island;Holland;Kendra;4;257.53;890.99;591.03;2364.11
Rhode Island;Holmberg;Elisabeth;3;262.18;815.53;619.49;1858.46
Rhode Island;Homax;Rod;4;23.81;756.55;428.62;1714.49
Rhode Island;Hooker;Marjorie;4;409.33;945.55;671.99;2687.94
Rhode Island;Hubersberger;Danita;7;451.19;900.12;599.40;4195.80
Rhode Island;Hudson;Danielle;3;389.81;735.91;505.60;1516.80
Rhode Island;Ibsen;Lili;6;85.32;962.25;405.18;2431.10
Rhode Island;James;Dieter;7;367.89;820.39;599.61;4197.25
Rhode Island;Joseph;Alfonso;6;85.44;634.69;357.00;2142.02
Rhode Island;Jost;Necia;8;58.03;973.32;572.14;4577.14
Rhode Island;Kahler;Ramiro;4;237.60;875.32;658.80;2635.21
Rhode Island;Kellen;Terri;3;617.75;936.81;820.20;2460.59
Rhode Island;Kettenring;Loretta;3;721.08;939.40;833.16;2499.47
Rhode Island;Ketterman;Debra;3;74.55;686.77;390.73;1172.20
Rhode Island;Kobylinski;Larisa;5;103.77;816.12;409.33;2046.64
Rhode Island;Kotai;Karel;3;290.44;960.50;555.34;1666.01
Rhode Island;Krah;Charleen;5;489.83;935.08;744.27;3721.33
Rhode Island;Kraich;Nina;8;125.78;716.70;347.82;2782.57
Rhode Island;Kraich;Tripoli;4;97.47;976.41;528.06;2112.23
Rhode Island;Krapfl;Chong-jean;4;107.26;871.00;476.66;1906.64
Rhode Island;Kretz;Reina;7;23.88;982.42;558.93;3912.53
Rhode Island;Kristel;Mustafa;7;172.63;974.61;462.33;3236.32
Rhode Island;Kuhl;Achari;7;132.90;902.40;602.64;4218.49
Rhode Island;Kung;Simon;4;62.73;802.20;374.71;1498.85
Rhode Island;La Monica;Vicki;5;34.57;890.53;369.45;1847.26
Rhode Island;Landauer;Sara;3;22.64;897.64;411.39;1234.17
Rhode Island;Latshaw;Janis;2;271.09;483.10;377.10;754.19
Rhode Island;Leang;Hong;6;133.93;724.93;499.56;2997.34
Rhode Island;Lilly;Rodley;5;63.21;831.71;458.80;2293.99
Rhode Island;Lima;Williams;6;175.50;981.04;611.72;3670.31
Rhode Island;Lof;Cindy;5;182.84;934.89;451.07;2255.35
Rhode Island;Lykes;Hershel;5;271.08;961.68;554.70;2773.50
Rhode Island;Lyndon;Merridee;8;128.52;999.31;567.30;4538.37
Rhode Island;Mansfield;Maggie;4;290.69;920.49;565.82;2263.27
Rhode Island;Martucci;Marillyn;6;179.55;990.48;508.44;3050.67
Rhode Island;Mattlin;Anna-lee;8;48.08;943.81;484.53;3876.26
Rhode Island;Mauney;Willa Dee;11;61.55;922.51;404.43;4448.69
Rhode Island;Maurer;Erma;7;42.49;915.88;353.45;2474.18
Rhode Island;Mc Keon;Ruben;4;37.08;688.63;423.63;1694.53
Rhode Island;McCane;Wesley;2;252.07;770.35;511.21;1022.42
Rhode Island;McClanahan;Corinne;8;85.64;915.91;590.08;4720.62
Rhode Island;McClelland;Boaz;7;85.83;946.80;496.87;3478.11
Rhode Island;McClintock;Beath;2;38.13;573.57;305.85;611.70
Rhode Island;McCombs;Kyley;4;365.07;774.24;644.31;2577.24
Rhode Island;McFerrin;Affie;6;184.17;961.67;511.96;3071.75
Rhode Island;McGhee;Eduardo;4;208.64;396.17;302.08;1208.32
Rhode Island;McGough;Deirdre Susan;8;47.49;994.27;475.45;3803.59
Rhode Island;McInerney;Cheyrl;8;226.66;987.12;592.00;4736.01
Rhode Island;McKenney;Ronan;6;454.12;983.88;649.73;3898.38
Rhode Island;McKenzie;Phil;4;21.59;632.85;366.59;1466.37
Rhode Island;McKinney;Faith;4;527.99;938.00;661.03;2644.10
Rhode Island;McNabb;Mona;3;257.08;676.62;448.91;1346.74
Rhode Island;Melomed;L. Troy;8;435.75;997.44;722.86;5782.91
Rhode Island;Mendell;Cornett;7;400.54;962.45;711.80;4982.60
Rhode Island;Mieras;Cyndy;6;51.58;946.91;447.06;2682.38
Rhode Island;Miller;Brownie;5;122.78;636.95;341.08;1705.40
Rhode Island;Mills;Yvonne;4;132.04;835.01;600.50;2402.02
Rhode Island;Milne;Karma;3;241.59;850.29;483.42;1450.27
Rhode Island;Moncivaiz;Gerry;4;102.32;879.53;661.61;2646.44
Rhode Island;Monteith;Cory;6;59.40;850.17;372.09;2232.51
Rhode Island;Moon;Nanalee;6;27.72;526.94;240.84;1445.01
Rhode Island;Mora;Tarryn;4;238.97;823.42;508.61;2034.45
Rhode Island;Motz;Winifred;3;202.63;875.78;553.43;1660.30
Rhode Island;Naccarato;Frances;5;147.24;995.72;719.88;3599.42
Rhode Island;Nakauchi;Tokio;9;316.70;891.80;544.49;4900.42
Rhode Island;Naugler;Sharla;9;36.22;994.25;552.49;4972.43
Rhode Island;None;Mattie;4;287.18;950.26;693.49;2773.96
Rhode Island;Nowmer;Sharone;4;188.14;843.36;449.78;1799.11
Rhode Island;ODonahue;Birdie;4;313.62;640.39;499.77;1999.06
Rhode Island;Ohman;Edward;5;89.70;656.01;433.45;2167.27
Rhode Island;Olschefski;Jon;1;975.64;975.64;975.64;975.64
Rhode Island;Osborn;Kimball;6;113.82;751.11;568.68;3412.05
Rhode Island;Osborne;Geoff;7;327.36;885.14;684.27;4789.86
Rhode Island;Otey;Nichole;8;161.46;969.40;441.17;3529.38
Rhode Island;Otis;Rossane;5;274.56;963.24;580.49;2902.47
Rhode Island;Pabrislo;Ernesto;5;135.61;992.11;513.49;2567.45
Rhode Island;Pals;Bernell;3;293.50;509.70;432.32;1296.97
Rhode Island;Panepinto;Claudine;6;163.33;950.22;672.80;4036.82
Rhode Island;Parr;Ali;5;395.52;986.02;570.98;2854.88
Rhode Island;Pasumansky;Genevieve;3;92.65;958.15;604.57;1813.72
Rhode Island;Paulson;Atha;6;148.57;814.87;524.82;3148.94
Rhode Island;Peal;Ronda;5;404.14;859.50;651.22;3256.12
Rhode Island;Peirano;Bryan;2;211.32;406.62;308.97;617.94
Rhode Island;Peoples;Jillian;9;168.76;989.59;621.41;5592.73
Rhode Island;Peraria;Jacquie;1;665.39;665.39;665.39;665.39
Rhode Island;Pereira;Davis;6;86.15;982.02;504.24;3025.47
Rhode Island;Perez, Jr.;Elayne;4;601.89;917.36;783.51;3134.05
Rhode Island;Perez, Jr.;Tandy;7;225.19;973.34;682.53;4777.73
Rhode Island;Pirraglia;Lois;7;288.84;958.53;735.45;5148.17
Rhode Island;Pokorney;Emyril;3;119.93;928.22;417.92;1253.76
Rhode Island;Ponce;Fannye;2;292.64;569.38;431.01;862.02
Rhode Island;Posner;Robin;5;68.64;726.54;276.82;1384.09
Rhode Island;Proctor;Sherman;3;711.24;726.67;717.44;2152.31
Rhode Island;Pucell;Ofelia;3;35.82;664.64;283.96;851.87
Rhode Island;Pugh;Aubri;4;415.59;983.86;680.08;2720.33
Rhode Island;Purfield;Danita;2;200.06;280.71;240.38;480.77
Rhode Island;Putinas;Preston;7;102.54;969.71;670.06;4690.42
Rhode Island;Quick;Kara;5;156.72;932.24;658.54;3292.68
Rhode Island;Quintanilla;Ciro;5;46.42;919.98;433.08;2165.39
Rhode Island;Rajasekhar;Ari;1;616.04;616.04;616.04;616.04
Rhode Island;Ready;Chuakay;8;120.79;991.38;473.76;3790.10
Rhode Island;Rehrer;Clyde;6;182.42;873.62;452.49;2714.93
Rhode Island;Reid;Priscila;7;249.96;917.38;625.35;4377.46
Rhode Island;Reitzel;Susanna;8;46.58;949.21;434.80;3478.39
Rhode Island;Remine;Myra;4;97.41;603.20;284.79;1139.14
Rhode Island;Ritchey;Marylee;1;144.65;144.65;144.65;144.65
Rhode Island;Rogge;Emily;6;71.97;824.18;513.67;3082.01
Rhode Island;Romberg;Tina;4;386.66;975.34;805.10;3220.38
Rhode Island;Rose;Rethel;5;154.90;681.38;340.10;1700.48
Rhode Island;Rummell;Calen;6;83.20;926.08;431.78;2590.70
Rhode Island;Russell;Arden;8;175.65;968.44;473.44;3787.51
Rhode Island;Rutledge;Adrienne;5;65.11;566.02;281.85;1409.23
Rhode Island;Salo;L. Jane;10;93.94;952.18;624.78;6247.84
Rhode Island;Sammons;Agustin;3;142.92;655.94;408.54;1225.62
Rhode Island;Sander;Kari;5;400.94;918.32;590.14;2950.71
Rhode Island;Sandidge;Luca;7;91.79;872.24;487.37;3411.58
Rhode Island;Saraj;Lance;4;200.74;638.78;417.66;1670.63
Rhode Island;Schaub;Evertt;7;256.31;863.56;553.63;3875.43
Rhode Island;Seroy;Marcial;8;85.12;962.31;476.75;3814.04
Rhode Island;Serpanchy;Jodie;7;269.12;897.79;645.44;4518.05
Rhode Island;Sgambate;Elke;5;765.22;887.03;833.15;4165.76
Rhode Island;Sgambati;Estela;4;57.35;825.25;394.18;1576.72
Rhode Island;Sheahan;Katy;10;25.40;601.82;276.86;2768.62
Rhode Island;Sheffield;Goldie;4;238.76;556.57;382.68;1530.73
Rhode Island;Shell;Merceades;6;261.94;968.14;545.52;3273.10
Rhode Island;Shelton;Nadya;1;127.00;127.00;127.00;127.00
Rhode Island;Sherfy;Janet;5;199.99;834.94;572.66;2863.28
Rhode Island;Shinn;Hour;4;108.13;999.75;570.42;2281.70
Rhode Island;Shipley;Wynona;7;286.20;698.50;446.20;3123.41
Rhode Island;Shonberg;R.;7;44.31;685.62;269.55;1886.83
Rhode Island;Simpson;Alvin;6;122.44;923.62;518.96;3113.78
Rhode Island;Sinnamon;Jesse;3;117.92;962.74;561.20;1683.59
Rhode Island;Sipsy;Tran;4;112.34;473.72;298.31;1193.25
Rhode Island;Sipsy;Wes;3;680.71;748.87;715.13;2145.39
Rhode Island;Skalka;Lola;4;130.11;786.26;484.78;1939.14
Rhode Island;Skuderna;Marla;8;136.78;978.52;643.54;5148.35
Rhode Island;Slankard;Herold;3;28.12;930.74;538.64;1615.92
Rhode Island;Sluder;Ceaser;3;315.71;795.03;582.50;1747.51
Rhode Island;Snavely;Elaina;2;468.14;879.75;673.94;1347.89
Rhode Island;Snavely;Mai;6;260.70;910.46;565.49;3392.91
Rhode Island;Soffa;Yvonne;6;141.18;819.68;541.64;3249.85
Rhode Island;Solimena;Bette;3;102.82;453.35;261.26;783.79
Rhode Island;Sommese;Pamela;5;326.50;997.52;589.62;2948.12
Rhode Island;Speigel;Arlen;4;322.33;606.32;523.55;2094.22
Rhode Island;Spicer;Wilbur;7;109.46;974.95;468.59;3280.10
Rhode Island;Spoonamore;Leoncio;2;303.12;368.86;335.99;671.98
Rhode Island;Stantz;Brooke;5;160.67;990.41;687.18;3435.88
Rhode Island;Stedman;Carlo;3;293.13;882.91;518.66;1555.98
Rhode Island;Steeley;Elvira;6;131.82;934.89;391.86;2351.15
Rhode Island;Steffanson;Edwardo;2;37.83;838.38;438.11;876.21
Rhode Island;Steffen;Larasa;6;94.73;462.13;237.09;1422.53
Rhode Island;Steffen;Robin;6;57.62;677.28;468.39;2810.36
Rhode Island;Steffy;Lille;3;230.07;726.01;451.89;1355.66
Rhode Island;Stern;Sherena;4;28.99;394.97;265.83;1063.32
Rhode Island;Stevenson;Roberta;7;94.63;850.12;542.51;3797.58
Rhode Island;Stolow;Nannie;5;98.47;824.55;492.26;2461.28
Rhode Island;Stotka;Sue Ann;4;97.68;772.09;536.00;2143.98
Rhode Island;Stovall;Kadija;8;42.73;914.66;394.69;3157.52
Rhode Island;Stuart;Diamonte;4;387.90;724.72;616.35;2465.38
Rhode Island;Stupnik;Francisca;4;103.02;859.94;494.80;1979.19
Rhode Island;Stupnik;Tripoli;5;123.62;605.76;295.11;1475.56
Rhode Island;Suttich;Albert;2;34.42;562.11;298.26;596.53
Rhode Island;Svee;Iwona;7;59.60;997.46;484.37;3390.59
Rhode Island;Sweeney;Shauneen;5;102.88;797.56;592.74;2963.72
Rhode Island;Swesey;M. Stephen;6;117.39;862.03;554.79;3328.72
Rhode Island;Syseskey;Raven;7;83.71;902.93;429.82;3008.72
Rhode Island;Taft;Gunar;3;32.17;953.09;415.66;1246.99
Rhode Island;Tancredy;Silas;2;636.25;957.06;796.65;1593.31
Rhode Island;Tang;Warren;9;21.03;969.44;394.54;3550.90
Rhode Island;Taylor, Jr.;Stephanie;5;604.27;765.33;671.75;3358.76
Rhode Island;Tays;Arlis (Billie);7;123.20;760.24;470.04;3290.25
Rhode Island;Tedesco;Francine;3;381.35;891.43;701.18;2103.53
Rhode Island;Tegegne;Erelyn;7;30.05;716.54;356.83;2497.79
Rhode Island;Teranen;Marlow;6;163.08;664.85;416.71;2500.25
Rhode Island;Thames;Todd;1;468.46;468.46;468.46;468.46
Rhode Island;Thenell;Kimberly;5;269.94;479.33;357.25;1786.25
Rhode Island;Thorn;Ashvini;6;290.67;841.40;501.61;3009.68
Rhode Island;Tiedemann;Perfecto;6;228.41;944.30;645.49;3872.92
Rhode Island;Tilly;Chaillot;4;129.40;794.74;518.55;2074.20
Rhode Island;Toot;Katrina;5;88.43;892.56;619.83;3099.13
Rhode Island;Torosian;Sharla;5;251.50;886.65;547.55;2737.77
Rhode Island;Torres;Ciro;3;430.44;987.42;711.74;2135.22
Rhode Island;Towery;Anamarie;7;456.51;932.45;710.63;4974.40
Rhode Island;Trahan;Brandon;6;101.14;901.25;468.22;2809.34
Rhode Island;Traise;Debbye;9;26.81;797.73;410.67;3696.03
Rhode Island;Traser;Sunne;3;422.77;805.52;615.21;1845.62
Rhode Island;Truszkowski;Tauni;4;364.59;829.44;529.54;2118.16
Rhode Island;Tu;Marylou;3;26.43;912.43;390.51;1171.54
Rhode Island;Turrin;Vertrice;7;306.16;892.68;674.25;4719.72
Rhode Island;Ujdur;Domenic;2;67.54;740.24;403.89;807.78
Rhode Island;Uyeda;Blanca;3;162.90;651.01;449.54;1348.62
Rhode Island;Vaccaro;Niki;4;351.76;769.25;580.44;2321.78
Rhode Island;Vanhock;Irvin;5;178.60;951.69;682.51;3412.56
Rhode Island;Varadi;Vannessa;7;141.45;896.02;564.64;3952.47
Rhode Island;Veistracten;Denean;5;96.59;946.33;459.97;2299.87
Rhode Island;Veneracion;Moyie;3;277.91;674.94;527.86;1583.58
Rhode Island;Verhaus;Lateefah;4;451.78;947.32;761.02;3044.10
Rhode Island;Vice;Harlis;7;110.41;945.60;679.10;4753.67
Rhode Island;Vierthaler;Edna;5;118.83;893.98;475.57;2377.86
Rhode Island;Vietor;Kolleen;5;127.01;916.77;424.11;2120.54
Rhode Island;Vink;Jarod;6;172.36;952.79;511.42;3068.51
Rhode Island;Vislosky;Jorge;4;83.18;939.98;430.98;1723.92
Rhode Island;Vislosky;Misty;6;209.19;987.47;641.35;3848.10
Rhode Island;Von Strahl;Weston;5;126.01;614.36;348.54;1742.68
Rhode Island;Vrell;Sharron;10;111.97;965.27;473.89;4738.88
Rhode Island;Waddill;Royanne;3;304.20;995.42;756.55;2269.66
Rhode Island;Walden;Dominique;4;39.25;937.71;428.26;1713.03
Rhode Island;Wallace;Salome;4;128.02;736.23;333.08;1332.33
Rhode Island;Washburn;Boaz;4;463.28;984.16;632.47;2529.88
Rhode Island;Wegman;Vichy;4;413.43;715.83;500.06;2000.26
Rhode Island;Weintraub;Nadya;5;123.15;822.22;400.29;2001.44
Rhode Island;Welge;Herold;3;661.70;786.85;707.13;2121.39
Rhode Island;Wellington;Gunar;5;438.53;940.61;716.82;3584.12
Rhode Island;Wheelersburg;Javier;6;50.23;809.47;377.60;2265.60
Rhode Island;Whitney;Matilda;3;287.86;942.52;716.05;2148.15
Rhode Island;Widman;Eriko;4;342.31;599.78;452.54;1810.16
Rhode Island;Wieser;Nadene;4;361.61;950.36;733.63;2934.53
Rhode Island;Wilson;Amalia;3;117.51;332.46;236.96;710.89
Rhode Island;Wimmer;Nordyn;4;47.44;455.13;305.81;1223.26
Rhode Island;Winsor;Ramiro;4;21.62;757.04;483.55;1934.19
Rhode Island;Winternitz;Lydia;4;125.61;920.60;665.80;2663.20
Rhode Island;Wise;R. Kay;2;556.64;834.13;695.38;1390.77
Rhode Island;Wold;Margurite;5;211.18;982.16;679.55;3397.75
Rhode Island;Wolfe;DeeDee;4;356.71;668.62;510.06;2040.23
Rhode Island;Womack;Randee;4;224.03;779.60;490.50;1961.98
Rhode Island;Woodson;Glenna;7;42.88;953.88;454.66;3182.60
Rhode Island;Wopperer;Joe.;2;71.88;975.89;523.88;1047.77
Rhode Island;Wortman;Chandria;4;21.00;806.68;297.34;1189.38
Rhode Island;Wrenn;Lonnie;1;961.27;961.27;961.27;961.27
Rhode Island;Wuest;Gayesandra;3;351.09;974.46;689.13;2067.39
Rhode Island;Yanoff;Gaylord;6;404.54;828.78;620.96;3725.75
Rhode Island;Yazdani;Susie;3;269.00;502.76;420.27;1260.82
Rhode Island;Yeater;Ricco;4;194.96;765.54;525.55;2102.19
Rhode Island;Yowell;Cylvia;6;122.76;891.92;413.85;2483.10
Rhode Island;Zapf;Karel;6;85.99;996.57;454.87;2729.22
Rhode Island;Zbiegien;Verl;8;72.74;937.79;509.02;4072.15
Rhode Island;Zerfas;Saje;9;74.43;907.53;551.13;4960.18
Rhode Island;Zilen;Neva;5;127.12;981.39;621.48;3107.39
South Carolina;Abbott;Everett;4;73.19;829.49;366.03;1464.10
South Carolina;Abbott;Sherri;5;28.23;834.16;454.87;2274.34
South Carolina;Abbruzzese;Reta;3;133.23;838.16;598.37;1795.11
South Carolina;Abramo;Guadalupe (Lou);4;99.69;845.53;454.66;1818.64
South Carolina;Addington;Sherea;2;78.82;825.42;452.12;904.24
South Carolina;Ahmari;Byron;3;161.63;849.44;466.29;1398.87
South Carolina;Albright;Liza Marie;5;23.79;740.38;477.05;2385.25
South Carolina;Allacher;Jerome;6;219.06;597.06;388.73;2332.39
South Carolina;Andres;Fern;5;329.40;714.94;473.56;2367.78
South Carolina;Andrews;Marlene;3;735.27;873.06;783.25;2349.76
South Carolina;Arnone;Elenore;6;219.56;910.85;509.16;3054.94
South Carolina;Arrigo;Diane;3;146.24;393.97;261.55;784.66
South Carolina;Asleson;Amalia;6;103.47;977.67;583.58;3501.49
South Carolina;Atterbury;Sarita;2;971.11;981.85;976.48;1952.96
South Carolina;Aubin;W. Michael;4;107.46;587.30;320.87;1283.46
South Carolina;Audia;Laura;10;23.77;981.24;544.15;5441.48
South Carolina;Avery;Yahia;4;116.05;831.35;370.38;1481.50
South Carolina;Ayeni;Carolyne;3;257.03;852.38;546.72;1640.15
South Carolina;Azar;Bobby;6;107.16;929.53;543.73;3262.36
South Carolina;Ball;Karl;6;160.21;998.91;615.90;3695.43
South Carolina;Barile;Marlowe;4;297.59;578.40;420.70;1682.79
South Carolina;Baros;Cristian;3;306.83;814.77;598.30;1794.91
South Carolina;Barron;Maudlyn;4;66.43;589.51;267.84;1071.37
South Carolina;Barroso;Carol;3;54.94;675.36;406.77;1220.32
South Carolina;Baskin;Deann;3;106.51;415.13;301.76;905.29
South Carolina;Batten;Marjorie;9;122.64;960.64;598.40;5385.58
South Carolina;Beard;Regina;6;152.44;941.33;544.23;3265.39
South Carolina;Beck;Renee;8;143.19;852.06;579.48;4635.85
South Carolina;Bee;Viva;7;135.57;982.37;619.75;4338.26
South Carolina;Behrendt;Angelina;4;181.20;703.77;486.48;1945.93
South Carolina;Belli;Eli;6;130.19;863.33;517.02;3102.14
South Carolina;Benando;Sammy;3;197.20;368.17;276.87;830.60
South Carolina;Benzakry;Charlie;1;202.43;202.43;202.43;202.43
South Carolina;Bergner;Margret;6;137.93;806.46;357.65;2145.93
South Carolina;Bernahola;Adele;4;29.86;900.58;498.24;1992.97
South Carolina;Bernbaun;Elinor;6;88.15;893.91;564.57;3387.40
South Carolina;Bezic;Carol Ann;6;56.86;743.94;422.11;2532.68
South Carolina;Bicki;Corey;5;309.48;906.13;592.96;2964.78
South Carolina;Binion;Ladawn;3;48.86;287.41;163.08;489.25
South Carolina;Bito;Dorothy;10;97.20;892.60;547.66;5476.61
