EmployeeSurname;EmployeeFirstname;CustomerState;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Takeda;David;Arizona;8;49.39;989.67;441.84;3534.70
Takeda;David;Arkansas;13;90.85;912.05;473.48;6155.30
Takeda;David;California;8;51.90;861.74;501.60;4012.78
Takeda;David;Colorado;6;130.28;719.72;520.27;3121.59
Takeda;David;Connecticut;13;25.46;990.06;455.52;5921.77
Takeda;David;Delaware;7;249.96;751.13;515.07;3605.49
Takeda;David;Florida;12;27.17;999.21;531.40;6376.84
Takeda;David;Georgia;9;386.01;912.56;588.66;5297.92
Takeda;David;Hawaii;14;225.26;947.05;567.84;7949.72
Takeda;David;Idaho;9;127.24;786.52;442.10;3978.90
Takeda;David;Illinois;9;53.22;954.44;574.83;5173.50
Takeda;David;Indiana;17;31.20;965.50;553.13;9403.16
Takeda;David;Iowa;9;21.17;878.00;568.15;5113.34
Takeda;David;Kansas;10;176.20;934.69;616.10;6161.00
Takeda;David;Kentucky;17;77.10;892.33;469.49;7981.40
Takeda;David;Louisiana;8;62.63;869.82;531.01;4248.08
Takeda;David;Maine;12;121.06;884.53;544.93;6539.13
Takeda;David;Maryland;7;292.29;978.82;593.62;4155.31
Takeda;David;Massachusetts;12;65.60;997.54;543.97;6527.60
Takeda;David;Michigan;11;350.76;946.64;703.23;7735.54
Takeda;David;Minnesota;9;28.49;966.34;521.70;4695.27
Takeda;David;Mississippi;12;36.19;998.25;448.32;5379.89
Takeda;David;Missouri;12;37.84;834.65;507.02;6084.20
Takeda;David;Montana;10;41.41;974.90;396.16;3961.64
Takeda;David;Nebraska;17;41.77;931.56;459.31;7808.23
Takeda;David;Nevada;12;162.63;921.66;493.88;5926.55
Takeda;David;New Hampshire;8;33.01;831.97;362.91;2903.31
Takeda;David;New Jersey;8;394.08;965.16;701.53;5612.23
Takeda;David;New Mexico;6;159.00;907.92;352.99;2117.95
Takeda;David;New York;8;118.52;949.26;576.58;4612.68
Takeda;David;North Carolina;8;161.56;733.08;520.68;4165.41
Takeda;David;North Dakota;9;127.47;883.79;545.28;4907.53
Takeda;David;Ohio;10;39.51;883.23;507.06;5070.59
Takeda;David;Oklahoma;9;36.08;821.59;497.03;4473.29
Takeda;David;Oregon;7;105.68;803.48;445.99;3121.91
Takeda;David;Pennsylvania;10;89.10;696.45;446.09;4460.94
Takeda;David;Rhode Island;6;201.70;871.14;518.85;3113.13
Takeda;David;South Carolina;8;101.44;826.60;542.12;4337.00
Takeda;David;South Dakota;10;83.51;988.98;585.66;5856.60
Takeda;David;Tennessee;9;27.14;766.88;302.23;2720.06
Takeda;David;Texas;6;96.51;856.24;340.01;2040.07
Takeda;David;Utah;5;95.41;504.90;304.66;1523.30
Takeda;David;Vermont;12;189.93;899.38;560.22;6722.59
Takeda;David;Virginia;10;74.59;955.45;499.09;4990.87
Takeda;David;Washington;8;212.12;981.56;645.81;5166.47
Takeda;David;West Virginia;11;75.43;878.12;579.83;6378.11
Takeda;David;Wisconsin;10;28.72;949.23;487.40;4874.03
Takeda;David;Wyoming;6;221.57;868.92;551.55;3309.32
Thornburgh;Priscila;Alabama;12;77.90;981.82;472.73;5672.72
Thornburgh;Priscila;Alaska;10;160.71;999.03;498.84;4988.41
Thornburgh;Priscila;Arizona;6;300.05;694.30;498.07;2988.42
Thornburgh;Priscila;Arkansas;16;25.94;921.62;453.01;7248.23
Thornburgh;Priscila;California;8;121.12;906.48;531.44;4251.54
Thornburgh;Priscila;Colorado;9;276.96;942.06;667.62;6008.62
Thornburgh;Priscila;Connecticut;9;49.97;864.23;507.14;4564.29
Thornburgh;Priscila;Delaware;10;105.63;838.38;495.17;4951.74
Thornburgh;Priscila;Florida;6;135.55;732.36;414.67;2488.01
Thornburgh;Priscila;Georgia;7;160.60;759.33;474.24;3319.70
Thornburgh;Priscila;Hawaii;10;36.24;876.66;355.36;3553.62
Thornburgh;Priscila;Idaho;13;174.51;994.93;502.94;6538.25
Thornburgh;Priscila;Illinois;13;27.47;907.65;571.21;7425.74
Thornburgh;Priscila;Indiana;8;138.76;711.71;361.18;2889.43
Thornburgh;Priscila;Iowa;13;28.78;659.40;302.68;3934.89
Thornburgh;Priscila;Kansas;8;392.79;965.67;689.23;5513.87
Thornburgh;Priscila;Kentucky;10;132.07;882.48;507.32;5073.20
Thornburgh;Priscila;Louisiana;12;203.30;950.44;646.33;7755.95
Thornburgh;Priscila;Maine;10;76.57;897.35;594.56;5945.57
Thornburgh;Priscila;Maryland;10;64.62;891.84;467.52;4675.19
Thornburgh;Priscila;Massachusetts;17;63.49;984.73;643.85;10945.44
Thornburgh;Priscila;Michigan;6;195.59;911.75;513.96;3083.73
Thornburgh;Priscila;Minnesota;10;36.04;989.16;453.50;4535.03
Thornburgh;Priscila;Mississippi;13;88.95;843.47;417.78;5431.11
Thornburgh;Priscila;Missouri;16;84.30;943.27;513.40;8214.40
Thornburgh;Priscila;Montana;10;79.94;869.95;455.18;4551.84
Thornburgh;Priscila;Nebraska;9;116.71;970.18;421.96;3797.65
Thornburgh;Priscila;Nevada;5;511.30;985.56;686.42;3432.11
Thornburgh;Priscila;New Hampshire;13;87.44;852.15;380.39;4945.10
Thornburgh;Priscila;New Jersey;11;68.84;987.82;399.03;4389.36
Thornburgh;Priscila;New Mexico;7;83.07;798.50;413.40;2893.81
Thornburgh;Priscila;New York;18;52.11;981.27;376.76;6781.67
Thornburgh;Priscila;North Carolina;6;67.94;990.05;456.06;2736.36
Thornburgh;Priscila;North Dakota;10;24.03;960.66;460.85;4608.53
Thornburgh;Priscila;Ohio;7;134.09;733.72;516.25;3613.75
Thornburgh;Priscila;Oklahoma;10;60.20;842.26;372.59;3725.92
Thornburgh;Priscila;Oregon;15;33.75;965.84;551.91;8278.69
Thornburgh;Priscila;Pennsylvania;16;73.19;889.40;547.21;8755.42
Thornburgh;Priscila;Rhode Island;13;76.69;893.04;353.24;4592.09
Thornburgh;Priscila;South Carolina;11;24.95;999.13;470.69;5177.55
Thornburgh;Priscila;South Dakota;9;28.07;915.57;460.65;4145.82
Thornburgh;Priscila;Tennessee;7;163.40;809.87;500.88;3506.19
Thornburgh;Priscila;Texas;16;166.16;820.95;555.46;8887.29
Thornburgh;Priscila;Utah;6;47.45;876.94;358.18;2149.11
Thornburgh;Priscila;Vermont;12;24.24;914.64;536.61;6439.27
Thornburgh;Priscila;Virginia;10;35.75;962.53;593.35;5933.54
Thornburgh;Priscila;Washington;7;278.09;825.62;537.27;3760.88
Thornburgh;Priscila;West Virginia;4;51.73;427.91;254.62;1018.48
Thornburgh;Priscila;Wisconsin;10;118.13;962.72;572.57;5725.69
Thornburgh;Priscila;Wyoming;6;174.53;839.02;428.61;2571.64
Tracey;Theresa;Alabama;6;304.38;935.60;607.68;3646.11
Tracey;Theresa;Alaska;7;98.78;661.20;463.57;3245.01
Tracey;Theresa;Arizona;11;20.95;846.91;462.06;5082.65
Tracey;Theresa;Arkansas;10;315.37;860.83;653.96;6539.64
Tracey;Theresa;California;10;30.04;971.91;489.73;4897.32
Tracey;Theresa;Colorado;10;141.07;986.33;467.40;4674.01
Tracey;Theresa;Connecticut;10;70.40;823.15;461.87;4618.71
Tracey;Theresa;Delaware;13;57.68;988.73;611.12;7944.55
Tracey;Theresa;Florida;11;101.04;940.50;527.28;5800.08
Tracey;Theresa;Georgia;4;549.80;915.54;678.54;2714.15
Tracey;Theresa;Hawaii;11;132.36;957.03;569.64;6266.07
Tracey;Theresa;Idaho;9;304.25;959.06;608.79;5479.15
Tracey;Theresa;Illinois;6;330.94;953.97;644.29;3865.74
Tracey;Theresa;Indiana;8;401.41;976.41;693.04;5544.30
Tracey;Theresa;Iowa;13;75.34;933.23;475.03;6175.34
Tracey;Theresa;Kansas;9;201.53;962.63;511.09;4599.79
Tracey;Theresa;Kentucky;10;32.73;791.67;436.58;4365.81
Tracey;Theresa;Louisiana;13;81.82;947.67;613.93;7981.05
Tracey;Theresa;Maine;13;57.77;897.70;539.63;7015.24
Tracey;Theresa;Maryland;7;312.61;864.47;570.25;3991.75
Tracey;Theresa;Massachusetts;15;20.51;902.42;327.22;4908.27
Tracey;Theresa;Michigan;9;65.21;926.16;464.75;4182.72
Tracey;Theresa;Minnesota;10;81.62;966.54;427.74;4277.38
Tracey;Theresa;Mississippi;7;318.88;956.11;723.90;5067.29
Tracey;Theresa;Missouri;11;22.86;736.57;234.92;2584.13
Tracey;Theresa;Montana;12;21.04;952.79;499.52;5994.29
Tracey;Theresa;Nebraska;4;501.33;963.19;685.19;2740.77
Tracey;Theresa;Nevada;10;97.08;967.04;490.22;4902.24
Tracey;Theresa;New Hampshire;14;108.57;871.68;404.70;5665.73
Tracey;Theresa;New Jersey;7;49.99;852.92;493.45;3454.16
Tracey;Theresa;New Mexico;9;122.04;761.68;397.47;3577.26
Tracey;Theresa;New York;6;94.68;920.21;433.52;2601.09
Tracey;Theresa;North Carolina;11;95.07;951.23;513.98;5653.83
Tracey;Theresa;North Dakota;11;80.27;961.10;471.24;5183.61
Tracey;Theresa;Ohio;7;240.99;992.96;442.27;3095.92
Tracey;Theresa;Oklahoma;12;150.20;911.75;593.78;7125.37
Tracey;Theresa;Oregon;10;47.02;978.65;412.01;4120.08
Tracey;Theresa;Pennsylvania;11;87.88;938.89;434.68;4781.52
Tracey;Theresa;Rhode Island;11;145.29;983.86;565.18;6216.94
Tracey;Theresa;South Carolina;13;28.63;905.62;465.22;6047.90
Tracey;Theresa;South Dakota;4;51.99;851.08;494.53;1978.13
Tracey;Theresa;Tennessee;5;22.49;815.07;454.43;2272.16
Tracey;Theresa;Texas;8;586.49;993.33;794.46;6355.70
Tracey;Theresa;Utah;11;109.81;908.36;575.36;6328.93
Tracey;Theresa;Vermont;14;25.22;817.95;478.38;6697.38
Tracey;Theresa;Virginia;12;123.93;946.18;592.46;7109.57
Tracey;Theresa;Washington;8;99.85;925.73;599.08;4792.61
Tracey;Theresa;West Virginia;8;40.46;832.75;360.98;2887.88
Tracey;Theresa;Wisconsin;9;57.26;978.21;520.30;4682.66
Tracey;Theresa;Wyoming;9;60.55;861.41;290.98;2618.83
Trigg;Flora;Alabama;6;174.57;921.35;450.92;2705.50
Trigg;Flora;Alaska;8;30.64;996.16;464.00;3712.01
Trigg;Flora;Arizona;7;95.70;941.49;396.58;2776.08
Trigg;Flora;Arkansas;3;791.57;917.79;862.02;2586.05
Trigg;Flora;California;8;144.01;988.19;674.75;5397.99
Trigg;Flora;Colorado;7;39.82;847.58;270.75;1895.28
Trigg;Flora;Connecticut;12;75.42;974.33;437.68;5252.12
Trigg;Flora;Delaware;10;60.54;891.20;472.31;4723.07
Trigg;Flora;Florida;18;57.29;992.51;528.66;9515.82
Trigg;Flora;Georgia;8;191.56;894.05;569.29;4554.33
Trigg;Flora;Hawaii;9;57.29;940.29;502.69;4524.24
Trigg;Flora;Idaho;2;435.51;985.83;710.67;1421.34
Trigg;Flora;Illinois;14;23.71;967.32;550.28;7703.90
Trigg;Flora;Indiana;8;36.39;986.09;420.83;3366.61
Trigg;Flora;Iowa;10;42.19;908.61;563.76;5637.63
Trigg;Flora;Kansas;10;97.63;912.67;522.49;5224.90
Trigg;Flora;Kentucky;12;46.34;973.48;505.87;6070.49
Trigg;Flora;Louisiana;10;57.72;981.55;635.75;6357.53
Trigg;Flora;Maine;6;141.85;877.66;617.96;3707.76
Trigg;Flora;Maryland;9;221.99;994.55;616.29;5546.60
Trigg;Flora;Massachusetts;8;145.98;798.77;396.16;3169.26
Trigg;Flora;Michigan;11;76.60;977.51;589.20;6481.20
Trigg;Flora;Minnesota;9;318.04;974.15;713.85;6424.67
Trigg;Flora;Mississippi;11;129.45;995.34;616.38;6780.22
Trigg;Flora;Missouri;10;140.10;946.41;517.22;5172.18
Trigg;Flora;Montana;18;59.11;989.28;510.95;9197.01
Trigg;Flora;Nebraska;13;75.05;882.41;461.61;6000.90
Trigg;Flora;Nevada;6;132.20;906.65;427.82;2566.89
Trigg;Flora;New Hampshire;11;58.15;878.10;573.41;6307.55
Trigg;Flora;New Jersey;9;151.65;771.53;504.54;4540.87
Trigg;Flora;New Mexico;7;159.75;860.13;564.48;3951.38
Trigg;Flora;New York;6;174.56;925.95;399.95;2399.69
Trigg;Flora;North Carolina;9;60.87;845.77;437.62;3938.56
Trigg;Flora;North Dakota;9;120.11;954.32;521.97;4697.74
Trigg;Flora;Ohio;12;40.46;869.80;536.63;6439.59
Trigg;Flora;Oklahoma;12;71.63;982.38;523.78;6285.36
Trigg;Flora;Oregon;8;326.29;902.36;574.36;4594.88
Trigg;Flora;Pennsylvania;17;50.48;924.68;450.57;7659.76
Trigg;Flora;Rhode Island;9;40.74;939.40;445.73;4011.57
Trigg;Flora;South Carolina;10;149.17;982.13;566.30;5663.00
Trigg;Flora;South Dakota;15;44.98;981.14;639.05;9585.81
Trigg;Flora;Tennessee;11;30.20;811.75;442.44;4866.84
Trigg;Flora;Texas;12;50.71;957.38;536.60;6439.17
Trigg;Flora;Utah;6;86.79;789.63;444.42;2666.54
Trigg;Flora;Vermont;8;102.74;911.07;367.28;2938.26
Trigg;Flora;Virginia;12;138.89;964.03;452.24;5426.85
Trigg;Flora;Washington;8;44.70;917.59;471.68;3773.46
Trigg;Flora;West Virginia;13;66.46;868.29;489.73;6366.43
Trigg;Flora;Wisconsin;15;43.59;936.34;530.66;7959.92
Trigg;Flora;Wyoming;11;51.13;868.67;439.79;4837.72
Trontell;Priscila;Alabama;6;155.43;824.38;588.36;3530.14
Trontell;Priscila;Alaska;10;170.10;968.93;542.08;5420.76
Trontell;Priscila;Arizona;8;52.27;985.61;446.04;3568.32
Trontell;Priscila;Arkansas;11;156.83;991.28;518.02;5698.18
Trontell;Priscila;California;10;57.68;965.45;373.17;3731.73
Trontell;Priscila;Colorado;10;242.08;985.22;605.43;6054.29
Trontell;Priscila;Connecticut;10;185.01;922.04;556.29;5562.92
Trontell;Priscila;Delaware;15;141.43;913.66;615.74;9236.11
Trontell;Priscila;Florida;14;71.01;876.57;441.05;6174.77
Trontell;Priscila;Georgia;11;38.14;881.45;484.00;5323.98
Trontell;Priscila;Hawaii;12;74.91;846.41;411.26;4935.12
Trontell;Priscila;Idaho;9;22.01;826.66;490.88;4417.92
Trontell;Priscila;Illinois;10;137.10;885.71;538.00;5380.03
Trontell;Priscila;Indiana;9;54.48;958.38;588.80;5299.17
Trontell;Priscila;Iowa;9;116.15;981.93;484.33;4358.99
Trontell;Priscila;Kansas;13;66.88;969.75;477.14;6202.87
Trontell;Priscila;Kentucky;12;149.57;860.37;491.32;5895.88
Trontell;Priscila;Louisiana;11;34.50;698.12;395.13;4346.39
Trontell;Priscila;Maine;17;171.14;891.42;465.22;7908.70
Trontell;Priscila;Maryland;14;47.30;845.83;476.22;6667.09
Trontell;Priscila;Massachusetts;9;66.92;984.86;445.62;4010.58
Trontell;Priscila;Michigan;11;85.38;972.02;428.90;4717.91
Trontell;Priscila;Minnesota;11;48.63;960.91;499.12;5490.29
Trontell;Priscila;Mississippi;7;72.19;969.05;521.54;3650.75
Trontell;Priscila;Missouri;14;78.37;871.78;471.08;6595.10
Trontell;Priscila;Montana;10;22.80;895.96;383.30;3833.03
Trontell;Priscila;Nebraska;8;48.86;940.93;573.33;4586.65
Trontell;Priscila;Nevada;7;451.09;932.99;730.75;5115.23
Trontell;Priscila;New Hampshire;10;51.04;886.31;501.91;5019.07
Trontell;Priscila;New Jersey;19;92.70;983.36;514.45;9774.63
Trontell;Priscila;New Mexico;11;37.63;940.25;486.83;5355.10
Trontell;Priscila;New York;15;89.86;969.13;595.12;8926.83
Trontell;Priscila;North Carolina;5;72.37;550.42;257.38;1286.90
Trontell;Priscila;North Dakota;8;147.09;948.67;524.76;4198.09
Trontell;Priscila;Ohio;9;365.55;946.80;622.26;5600.34
Trontell;Priscila;Oklahoma;9;175.00;999.82;656.21;5905.87
Trontell;Priscila;Oregon;8;114.60;852.18;407.10;3256.83
Trontell;Priscila;Pennsylvania;8;225.10;971.21;691.69;5533.49
Trontell;Priscila;Rhode Island;8;23.81;981.39;409.83;3278.63
Trontell;Priscila;South Carolina;8;115.29;971.11;625.68;5005.47
Trontell;Priscila;South Dakota;16;98.32;997.17;596.83;9549.28
Trontell;Priscila;Tennessee;13;46.95;982.04;457.50;5947.47
Trontell;Priscila;Texas;7;273.74;755.21;534.14;3739.01
Trontell;Priscila;Utah;10;59.06;971.32;638.85;6388.50
Trontell;Priscila;Vermont;7;267.44;954.60;540.16;3781.11
Trontell;Priscila;Virginia;8;124.61;958.69;524.40;4195.17
Trontell;Priscila;Washington;7;91.10;734.47;450.77;3155.39
Trontell;Priscila;West Virginia;11;69.63;983.88;509.93;5609.23
Trontell;Priscila;Wisconsin;7;44.57;715.25;448.72;3141.05
Trontell;Priscila;Wyoming;8;173.70;967.60;676.42;5411.37
Trouse;Arnold;Alabama;11;195.90;991.53;575.80;6333.75
Trouse;Arnold;Alaska;8;55.15;961.87;514.43;4115.44
Trouse;Arnold;Arizona;6;70.24;825.54;419.99;2519.95
Trouse;Arnold;Arkansas;7;307.61;912.72;584.32;4090.27
Trouse;Arnold;California;9;137.62;964.21;526.82;4741.39
Trouse;Arnold;Colorado;12;68.28;972.24;474.11;5689.27
Trouse;Arnold;Connecticut;7;212.89;875.23;570.59;3994.12
Trouse;Arnold;Delaware;11;118.82;865.68;357.64;3934.09
Trouse;Arnold;Florida;13;145.38;938.50;511.56;6650.30
Trouse;Arnold;Georgia;7;74.54;988.38;671.55;4700.82
Trouse;Arnold;Hawaii;12;110.12;970.06;392.19;4706.29
Trouse;Arnold;Idaho;10;33.48;924.19;509.20;5092.03
Trouse;Arnold;Illinois;10;73.25;895.76;470.82;4708.24
Trouse;Arnold;Indiana;3;389.68;690.22;503.72;1511.15
Trouse;Arnold;Iowa;10;48.92;810.33;409.21;4092.07
Trouse;Arnold;Kansas;8;87.12;934.69;622.07;4976.57
Trouse;Arnold;Kentucky;10;81.36;996.65;539.94;5399.40
Trouse;Arnold;Louisiana;12;45.42;992.07;519.57;6234.83
Trouse;Arnold;Maine;9;189.52;880.19;610.16;5491.41
Trouse;Arnold;Maryland;15;136.31;934.81;409.21;6138.21
Trouse;Arnold;Massachusetts;18;55.11;989.60;440.35;7926.38
Trouse;Arnold;Michigan;14;44.77;984.39;497.45;6964.26
Trouse;Arnold;Minnesota;13;42.42;907.24;402.11;5227.37
Trouse;Arnold;Mississippi;15;54.70;982.80;618.69;9280.32
Trouse;Arnold;Missouri;12;93.87;952.64;563.65;6763.77
Trouse;Arnold;Montana;14;33.28;975.73;433.13;6063.82
Trouse;Arnold;Nebraska;3;227.92;867.99;643.18;1929.55
Trouse;Arnold;Nevada;8;111.02;865.31;511.72;4093.74
Trouse;Arnold;New Hampshire;5;284.98;980.29;718.32;3591.60
Trouse;Arnold;New Jersey;9;225.74;904.38;564.66;5081.92
Trouse;Arnold;New Mexico;5;20.86;841.00;422.50;2112.49
Trouse;Arnold;New York;7;139.68;966.42;673.96;4717.70
Trouse;Arnold;North Carolina;7;189.25;991.03;559.82;3918.75
Trouse;Arnold;North Dakota;7;89.25;803.14;364.14;2548.99
Trouse;Arnold;Ohio;10;269.19;852.27;516.12;5161.22
Trouse;Arnold;Oklahoma;7;62.98;937.39;444.80;3113.60
Trouse;Arnold;Oregon;14;133.22;989.42;742.81;10399.32
Trouse;Arnold;Pennsylvania;12;51.34;799.21;395.54;4746.42
Trouse;Arnold;Rhode Island;9;202.21;999.31;527.78;4749.99
Trouse;Arnold;South Carolina;13;80.98;991.19;505.85;6576.04
Trouse;Arnold;South Dakota;12;70.27;961.27;507.09;6085.05
Trouse;Arnold;Tennessee;7;221.67;859.94;527.09;3689.63
Trouse;Arnold;Texas;9;45.82;816.73;447.28;4025.51
Trouse;Arnold;Utah;14;23.16;992.50;561.78;7864.86
Trouse;Arnold;Vermont;13;72.64;777.59;510.38;6635.00
Trouse;Arnold;Virginia;5;179.74;878.99;577.97;2889.86
Trouse;Arnold;Washington;7;29.19;973.29;612.91;4290.35
Trouse;Arnold;West Virginia;11;133.96;976.75;521.68;5738.44
Trouse;Arnold;Wisconsin;8;119.99;936.49;643.55;5148.36
Trouse;Arnold;Wyoming;9;136.86;950.62;542.16;4879.41
Truitt;Scott;Alabama;9;33.14;727.79;357.91;3221.20
Truitt;Scott;Alaska;14;107.10;986.78;642.34;8992.74
Truitt;Scott;Arizona;10;75.93;856.17;484.69;4846.94
Truitt;Scott;Arkansas;14;72.01;952.73;511.11;7155.60
Truitt;Scott;California;11;209.01;881.51;539.34;5932.77
Truitt;Scott;Colorado;13;36.11;980.79;618.26;8037.38
Truitt;Scott;Connecticut;8;306.96;876.80;643.40;5147.23
Truitt;Scott;Delaware;18;40.89;977.09;419.56;7552.17
Truitt;Scott;Florida;8;208.14;997.25;570.93;4567.45
Truitt;Scott;Georgia;6;40.70;932.87;574.42;3446.51
Truitt;Scott;Hawaii;7;133.91;758.05;381.89;2673.24
Truitt;Scott;Idaho;13;68.80;896.70;461.31;5996.99
Truitt;Scott;Illinois;11;82.37;858.10;516.76;5684.33
Truitt;Scott;Indiana;11;81.76;817.96;536.20;5898.20
Truitt;Scott;Iowa;16;48.31;896.90;393.18;6290.95
Truitt;Scott;Kansas;6;208.37;592.14;453.24;2719.45
Truitt;Scott;Kentucky;7;147.66;906.05;573.76;4016.33
Truitt;Scott;Louisiana;7;81.13;785.89;479.09;3353.66
Truitt;Scott;Maine;13;151.81;973.41;566.59;7365.65
Truitt;Scott;Maryland;16;131.61;998.02;492.73;7883.76
Truitt;Scott;Massachusetts;9;59.33;978.49;653.51;5881.59
Truitt;Scott;Michigan;8;51.97;892.87;548.13;4385.03
Truitt;Scott;Minnesota;10;111.29;960.28;368.79;3687.88
Truitt;Scott;Mississippi;9;184.56;946.66;490.70;4416.29
Truitt;Scott;Missouri;13;73.90;913.83;483.56;6286.31
Truitt;Scott;Montana;11;23.56;897.01;443.23;4875.58
Truitt;Scott;Nebraska;9;203.26;981.38;688.75;6198.78
Truitt;Scott;Nevada;7;21.58;887.74;454.65;3182.56
Truitt;Scott;New Hampshire;6;24.63;879.21;604.94;3629.67
Truitt;Scott;New Jersey;10;25.09;892.51;534.43;5344.27
Truitt;Scott;New Mexico;12;105.84;997.09;553.23;6638.79
Truitt;Scott;New York;13;48.18;964.91;539.94;7019.25
Truitt;Scott;North Carolina;11;61.72;916.72;467.32;5140.56
Truitt;Scott;North Dakota;8;205.36;884.67;386.67;3093.40
Truitt;Scott;Ohio;9;307.74;899.52;692.25;6230.21
Truitt;Scott;Oklahoma;7;94.99;818.30;518.67;3630.68
Truitt;Scott;Oregon;8;148.54;735.64;458.52;3668.14
Truitt;Scott;Pennsylvania;14;97.61;961.18;562.46;7874.41
Truitt;Scott;Rhode Island;10;99.06;942.52;549.73;5497.28
Truitt;Scott;South Carolina;12;59.78;902.39;487.91;5854.88
Truitt;Scott;South Dakota;11;37.97;969.77;508.07;5588.78
Truitt;Scott;Tennessee;11;160.06;982.58;616.82;6784.99
Truitt;Scott;Texas;11;31.52;892.68;484.17;5325.87
Truitt;Scott;Utah;11;100.65;983.95;507.38;5581.17
Truitt;Scott;Vermont;5;121.58;762.71;328.62;1643.10
Truitt;Scott;Virginia;6;242.47;920.71;561.24;3367.43
Truitt;Scott;Washington;4;168.09;992.03;598.36;2393.45
Truitt;Scott;West Virginia;12;193.09;880.83;493.91;5926.88
Truitt;Scott;Wisconsin;5;121.58;812.60;476.71;2383.54
Truitt;Scott;Wyoming;7;279.39;990.55;554.95;3884.68
Tuason;Flora;Alabama;11;62.41;828.22;417.94;4597.38
Tuason;Flora;Alaska;14;24.05;928.65;453.97;6355.65
Tuason;Flora;Arizona;9;418.17;830.42;655.10;5895.92
Tuason;Flora;Arkansas;13;28.81;944.51;485.11;6306.42
Tuason;Flora;California;12;65.27;978.88;506.05;6072.61
Tuason;Flora;Colorado;6;225.57;923.52;527.09;3162.56
Tuason;Flora;Connecticut;12;114.74;995.35;481.96;5783.46
Tuason;Flora;Delaware;6;390.69;980.62;632.73;3796.40
Tuason;Flora;Florida;15;108.92;941.36;483.98;7259.71
Tuason;Flora;Georgia;6;72.17;985.68;484.00;2904.01
Tuason;Flora;Hawaii;8;79.49;930.40;522.52;4180.19
Tuason;Flora;Idaho;12;28.77;997.15;532.79;6393.47
Tuason;Flora;Illinois;12;58.48;990.59;463.62;5563.38
Tuason;Flora;Indiana;18;34.43;990.16;483.32;8699.75
Tuason;Flora;Iowa;6;79.90;870.54;517.01;3102.06
Tuason;Flora;Kansas;17;121.69;892.17;446.60;7592.13
Tuason;Flora;Kentucky;4;131.62;873.92;579.11;2316.44
Tuason;Flora;Louisiana;16;29.28;983.64;500.89;8014.28
Tuason;Flora;Maine;8;140.25;957.50;507.95;4063.59
Tuason;Flora;Maryland;3;130.03;599.48;420.44;1261.31
Tuason;Flora;Massachusetts;10;54.04;994.02;634.60;6345.96
Tuason;Flora;Michigan;12;205.25;916.38;569.46;6833.49
Tuason;Flora;Minnesota;12;39.60;996.62;559.63;6715.54
Tuason;Flora;Mississippi;10;103.72;903.05;502.21;5022.10
Tuason;Flora;Missouri;14;51.78;926.66;507.14;7100.00
Tuason;Flora;Montana;4;42.76;245.96;127.99;511.97
Tuason;Flora;Nebraska;12;146.10;887.44;468.72;5624.64
Tuason;Flora;Nevada;12;20.18;893.15;481.95;5783.45
Tuason;Flora;New Hampshire;11;103.87;806.08;405.82;4464.01
Tuason;Flora;New Jersey;4;24.39;748.60;241.98;967.90
Tuason;Flora;New Mexico;11;24.27;856.39;531.24;5843.64
Tuason;Flora;New York;11;29.86;933.81;573.54;6308.99
Tuason;Flora;North Carolina;8;70.12;671.84;414.63;3317.05
Tuason;Flora;North Dakota;10;42.20;993.51;313.90;3138.98
Tuason;Flora;Ohio;9;342.99;989.45;702.05;6318.48
Tuason;Flora;Oklahoma;10;60.45;782.57;389.77;3897.72
Tuason;Flora;Oregon;10;38.69;966.72;497.99;4979.86
Tuason;Flora;Pennsylvania;14;70.42;842.55;480.72;6730.08
Tuason;Flora;Rhode Island;11;144.16;960.50;556.80;6124.80
Tuason;Flora;South Carolina;10;91.12;812.09;509.49;5094.94
Tuason;Flora;South Dakota;15;64.61;982.65;553.16;8297.40
Tuason;Flora;Tennessee;17;92.59;931.35;566.40;9628.79
Tuason;Flora;Texas;9;36.00;951.75;458.68;4128.11
Tuason;Flora;Utah;6;90.72;937.97;426.44;2558.63
Tuason;Flora;Vermont;16;37.53;940.88;495.71;7931.39
Tuason;Flora;Virginia;17;66.11;944.66;547.57;9308.66
Tuason;Flora;Washington;7;108.12;839.45;436.39;3054.70
Tuason;Flora;West Virginia;5;277.32;976.05;715.47;3577.34
Tuason;Flora;Wisconsin;12;68.87;995.44;493.07;5916.79
Tuason;Flora;Wyoming;8;121.33;851.02;531.32;4250.54
Turnbloom;Scott;Alabama;13;23.37;986.75;511.14;6644.76
Turnbloom;Scott;Alaska;8;179.32;852.62;611.96;4895.68
Turnbloom;Scott;Arizona;13;36.35;961.55;478.03;6214.42
Turnbloom;Scott;Arkansas;9;34.24;910.51;462.68;4164.10
Turnbloom;Scott;California;12;36.93;848.70;414.40;4972.82
Turnbloom;Scott;Colorado;6;163.21;867.25;450.74;2704.46
Turnbloom;Scott;Connecticut;8;64.72;922.66;543.53;4348.21
Turnbloom;Scott;Delaware;19;34.04;961.55;438.93;8339.68
Turnbloom;Scott;Florida;14;184.03;772.03;449.08;6287.09
Turnbloom;Scott;Georgia;6;32.59;716.28;271.42;1628.53
Turnbloom;Scott;Hawaii;7;361.26;999.95;584.98;4094.86
Turnbloom;Scott;Idaho;4;304.49;763.48;570.22;2280.90
